price,bedrooms,living_area,kitchen_type,furnished,terrace_surface,garden_surface,plot_surface,frontage,swimming_pool,condition,property_type
299000,5,261,2,0,10,0,80,2,0,5,1
199000,3,125,2,0,17,160,240,2,0,2,1
430000,3,164,1,0,13,0,67,2,0,1,1
540000,3,140,2,0,0,0,288,2,0,5,1
209000,2,82,3,0,7,0,82,2,0,5,0
219000,5,180,0,0,0,61,150,2,0,2,1
439000,6,270,1,0,30,850,850,3,0,2,3
159000,3,126,0,0,0,0,392,4,0,4,1
330000,2,130,2,0,95,750,922,4,0,1,1
285000,2,98,1,1,0,0,98,2,0,1,0
685000,3,245,2,0,0,0,23017,2,0,4,20
268813,2,88,0,0,11,0,88,2,0,2,0
795000,2,142,2,0,50,70,142,2,0,2,0
495000,3,137,3,0,0,600,826,4,0,5,1
289000,3,169,3,0,0,0,318,3,0,5,1
360000,3,137,3,0,15,0,137,2,0,2,0
359900,3,140,1,0,0,0,140,3,0,1,0
220000,2,75,2,0,5,0,75,2,0,2,0
235000,2,70,2,0,0,0,70,2,0,2,0
475000,3,247,2,0,33,0,934,2,0,2,1
199000,2,73,0,0,3,0,73,2,0,2,0
610000,8,299,0,0,0,35,140,2,0,5,9
1775000,8,356,1,0,0,0,350,3,0,1,1
315000,3,140,1,0,17,225,500,3,0,5,1
195000,2,85,2,0,4,0,85,3,0,1,0
349000,1,70,1,0,16,90,70,2,0,2,6
1020000,4,190,1,0,20,0,190,2,0,1,2
339000,3,146,0,0,30,140,340,2,0,1,1
170000,1,100,0,0,0,0,172,3,0,2,1
345000,2,80,1,0,14,24,80,2,0,1,0
260000,2,100,2,0,10,0,100,2,0,1,0
115000,2,60,3,0,0,0,60,2,0,3,0
715000,7,322,2,0,28,100,175,2,0,4,9
145000,2,80,0,0,8,80,132,2,0,2,1
789000,2,200,2,0,0,0,79,2,0,5,1
299000,3,110,1,0,45,0,136,2,0,1,1
270000,2,125,3,0,0,0,125,4,0,2,0
898000,6,550,2,0,0,0,488,2,0,2,4
349000,4,174,0,0,6,0,435,2,0,2,4
695000,4,170,1,0,16,0,170,2,0,2,0
339000,6,214,3,0,0,0,1000,4,0,2,9
695000,3,160,1,0,0,0,160,3,0,1,2
125000,1,50,3,0,0,0,50,2,0,2,0
378800,4,216,1,0,0,0,150,2,0,1,10
729000,2,151,0,0,22,0,151,2,0,1,0
150500,1,86,3,0,0,0,86,2,0,2,0
275000,3,180,2,0,0,0,520,2,0,4,1
289900,7,434,2,0,10,95,500,4,0,4,9
1250000,4,550,0,0,0,0,10461,4,1,2,3
395000,4,180,1,0,30,0,260,4,0,1,3
425000,4,185,2,0,14,0,1592,3,0,2,1
245000,1,66,2,0,0,0,66,2,0,1,0
250000,2,100,2,0,15,0,100,3,0,2,0
330000,2,185,2,0,0,0,141,2,0,5,4
450000,3,148,2,0,25,50,480,2,0,2,4
199000,2,85,3,0,0,0,85,2,0,2,0
395000,3,120,3,0,0,0,879,4,0,2,3
495000,4,235,2,0,25,570,727,4,0,2,22
345000,3,207,2,0,0,0,156,2,0,2,1
540000,3,179,2,0,14,0,179,2,0,2,0
234000,3,106,2,0,0,0,106,2,0,2,0
155000,2,85,3,0,6,0,85,2,0,5,0
885000,6,341,2,0,0,0,745,2,0,2,1
145000,1,52,0,0,0,0,52,2,0,2,0
325000,3,350,0,0,0,0,1330,4,0,5,3
298000,1,74,3,0,6,0,74,2,0,1,0
290000,2,100,1,0,0,0,100,2,0,3,0
185000,2,69,2,0,15,0,69,2,0,2,0
270000,2,82,1,0,7,0,82,4,0,2,0
1895000,5,395,2,0,78,0,40000,4,0,2,1
279000,4,231,1,0,30,300,437,3,0,2,1
249000,2,135,1,0,0,0,135,3,0,1,8
239000,3,162,3,0,85,140,352,2,1,2,1
130000,3,86,0,0,13,0,230,2,0,5,1
245000,3,150,2,0,10,250,250,3,0,2,1
575000,3,394,2,0,120,0,6000,4,0,2,1
229500,1,45,0,0,0,0,45,2,0,3,0
219000,3,105,2,0,29,855,957,2,0,2,1
185000,1,38,0,1,3,0,38,2,0,2,0
645000,3,157,0,0,0,0,157,2,0,1,0
1695000,3,90,1,0,0,0,90,2,0,2,0
375000,3,268,2,0,57,190,288,2,0,2,11
119000,1,21,1,0,0,0,21,2,0,1,19
470000,4,179,2,0,65,135,445,3,0,2,1
165000,2,85,1,0,6,0,85,2,0,1,0
2985000,5,400,2,0,100,0,400,4,0,2,7
255000,2,94,2,0,0,0,94,2,0,1,0
449000,3,120,0,0,10,264,310,2,0,4,1
260000,3,140,2,0,0,0,579,2,0,2,1
429000,3,295,2,0,0,0,935,4,0,2,1
249000,3,85,2,0,31,0,85,3,0,1,0
275000,5,204,2,0,0,0,315,2,0,2,1
389000,2,92,0,0,7,0,92,2,0,1,6
695000,5,433,0,0,0,0,433,2,0,2,0
249000,2,106,1,0,0,0,84,2,0,1,1
115000,2,65,3,0,27,0,28,4,0,2,1
349000,4,168,3,0,34,0,108,2,0,3,1
535000,2,168,1,0,19,0,168,3,0,1,8
225000,3,97,0,0,7,0,97,3,0,1,0
295000,3,140,0,0,0,0,70,2,0,2,1
229500,3,140,3,0,0,0,200,2,0,2,1
985000,4,265,3,0,10,0,85,2,0,4,9
179000,2,88,0,0,35,0,88,2,0,2,0
450000,5,316,1,0,34,643,787,4,0,3,1
618000,5,450,2,0,0,206,738,4,0,2,3
365000,3,152,2,0,0,0,551,4,0,5,1
261660,3,118,2,0,52,0,118,3,0,1,6
350000,6,300,3,0,0,0,280,2,0,4,1
198000,3,151,2,0,35,0,100,2,0,3,1
1499000,7,600,3,0,0,0,10899,4,0,2,11
1995000,2,117,1,0,2,0,117,2,0,2,0
460000,5,350,2,0,1144,0,1670,3,0,2,1
210000,2,56,2,0,6,0,56,2,0,2,0
340000,2,85,2,0,0,0,85,2,0,2,0
289000,2,125,2,0,26,0,125,2,0,2,0
280000,2,65,1,1,4,0,65,2,0,1,0
255000,2,108,2,0,18,0,162,2,0,2,1
587814,2,194,2,0,0,0,194,2,0,1,2
150000,2,88,0,0,0,0,88,2,0,2,0
353050,3,186,1,0,0,200,262,2,0,1,1
519000,3,181,2,0,8,0,181,2,0,2,0
375000,3,185,2,0,20,1700,1700,4,1,2,1
695000,5,433,0,0,0,0,398,2,0,2,1
375000,2,80,1,0,0,0,80,2,0,2,0
241500,2,123,1,0,7,0,123,2,0,1,0
369000,3,124,2,0,0,0,210,2,0,2,1
710000,4,232,2,0,0,0,232,3,0,1,0
1480000,7,390,1,0,20,1600,1750,4,1,1,1
199000,3,110,3,0,0,0,192,3,0,4,1
249000,3,169,2,0,30,653,1027,4,0,4,1
935000,5,247,1,0,0,0,7805,2,0,1,1
99000,3,110,0,0,3,0,110,2,0,4,0
99000,2,88,0,0,16,0,80,3,0,4,1
559000,5,238,2,0,0,400,505,3,0,1,1
316509,1,76,0,0,25,0,76,2,0,2,0
349000,3,148,1,0,0,0,148,2,0,1,15
175000,2,90,2,0,14,0,90,2,0,2,0
179000,1,70,0,0,0,0,70,4,0,1,0
395000,3,129,0,0,11,0,129,2,0,1,0
235000,2,84,2,0,0,0,84,2,0,3,0
345000,2,98,0,0,0,0,98,2,0,3,0
775000,6,2000,0,0,0,1200,2500,4,0,4,1
440000,4,160,1,0,10,200,160,2,0,1,2
110000,3,130,3,0,0,0,350,3,0,2,1
365000,3,140,2,0,0,0,660,3,0,2,1
360000,4,175,1,0,25,70,411,3,0,1,1
167500,1,60,3,0,0,0,60,4,0,1,0
335000,3,174,1,0,9,0,174,2,0,2,0
212000,2,89,2,0,7,0,89,2,0,2,0
299000,2,89,0,0,10,0,89,2,0,2,0
395000,3,125,1,0,0,0,125,4,0,1,0
299000,2,120,2,0,0,0,1252,4,0,2,1
240000,1,60,0,0,29,0,60,4,0,2,0
230000,1,65,2,0,0,0,65,2,0,2,0
199900,2,92,2,0,5,200,92,4,0,1,0
295000,4,237,0,0,0,42,237,3,0,2,9
250000,1,47,2,0,0,0,47,4,0,1,0
275000,4,115,3,0,0,771,771,2,0,4,1
275000,1,85,2,0,36,1840,85,2,0,1,0
1839000,3,203,1,0,76,0,203,2,0,1,0
230000,3,144,3,0,10,150,502,3,0,2,4
139500,2,86,3,0,0,0,65,2,0,5,1
665000,3,155,1,0,18,60,155,2,0,2,0
297500,1,75,1,0,12,0,75,3,0,1,0
252000,1,70,2,0,7,0,70,4,0,1,0
249000,2,100,2,0,4,0,100,2,0,2,0
850000,4,295,0,0,0,0,2868,4,0,2,3
350000,3,145,1,0,13,0,811,4,0,2,3
315000,3,155,1,0,9,0,53,2,0,1,1
375000,2,135,1,0,45,0,135,3,0,1,7
680000,3,115,2,0,0,0,115,2,0,1,0
199000,2,105,3,0,15,70,105,2,0,2,2
197000,1,55,1,0,0,0,55,2,0,2,12
227500,2,85,1,0,12,0,85,2,0,1,6
340000,2,111,1,0,46,180,111,2,0,1,0
289000,2,106,1,0,0,44,106,2,0,1,0
657000,2,113,1,0,36,47,113,2,0,1,6
299000,1,65,1,0,9,0,65,2,0,1,0
199000,1,37,2,0,12,0,37,2,0,5,6
315000,4,430,3,0,0,0,124,2,0,2,1
179500,3,110,2,0,20,120,184,2,0,2,1
299000,3,139,2,0,0,0,145,2,0,5,1
465000,5,260,1,0,55,0,260,2,0,2,2
165000,2,82,2,0,0,0,82,2,0,2,0
268000,2,80,2,0,0,0,80,2,0,2,0
347500,3,173,2,0,0,0,284,3,0,1,1
312000,1,66,1,0,10,0,66,2,0,2,0
1035000,5,235,1,0,0,0,235,2,0,1,6
259000,4,92,2,0,18,55,108,2,0,2,1
345000,3,169,1,0,16,0,169,2,0,1,0
249000,4,163,2,0,18,0,300,4,0,2,1
199000,1,71,2,0,5,0,71,2,0,1,7
1200000,5,400,1,0,54,0,2500,4,0,4,3
475000,8,321,0,0,0,0,748,2,0,4,9
380000,1,65,2,0,0,0,65,3,0,3,0
184500,3,100,2,0,8,0,100,3,0,2,0
325000,5,176,1,0,10,0,176,2,0,2,2
420000,4,120,1,0,45,600,1200,4,0,1,1
790000,8,626,2,0,0,9800,9800,2,0,2,1
240000,3,146,3,0,52,7200,7260,3,0,2,1
459000,4,279,2,0,38,1454,1640,4,0,2,1
370000,2,95,1,1,5,0,95,2,0,1,0
695000,5,256,2,0,0,8,256,2,0,2,4
320000,3,250,2,0,29,0,2152,4,0,5,1
165000,2,70,3,0,0,0,70,2,0,1,0
157500,1,75,2,0,25,0,75,2,0,2,2
235000,1,65,2,0,0,0,65,2,0,2,0
2750000,6,530,1,0,30,685,845,2,0,1,11
72000,2,49,0,0,0,0,49,3,0,4,0
145000,2,182,2,0,0,0,244,3,0,5,1
1695000,3,90,1,0,0,0,90,2,0,1,0
345000,3,166,2,0,0,0,274,3,0,1,1
2740000,5,620,2,0,0,0,2720,4,1,1,3
312500,3,187,2,0,0,0,180,2,0,1,1
310000,3,160,0,0,0,0,850,3,0,2,1
220000,1,65,2,0,9,0,65,2,0,1,0
389000,2,155,2,0,25,60,291,3,0,2,1
450000,4,160,1,0,0,125,661,4,0,1,14
225000,3,173,2,0,30,750,920,2,0,5,1
925000,5,2393,2,0,0,0,2393,4,0,4,1
275090,1,76,0,0,25,0,76,2,0,2,0
380000,4,236,0,0,0,0,1416,4,0,2,1
180000,2,80,2,0,4,0,80,2,0,5,0
137000,4,171,0,0,14,602,602,2,0,4,1
215000,2,98,2,0,10,0,98,2,0,2,0
350000,2,85,1,0,8,0,85,2,0,1,0
549000,4,179,0,0,0,0,1696,4,0,2,1
430000,3,200,2,0,15,135,243,2,0,5,1
995000,3,404,0,0,0,0,2750,4,0,1,1
150000,2,140,0,0,0,0,130,2,0,5,10
890000,4,155,0,0,0,0,155,2,0,1,0
259000,4,172,2,1,57,765,404,3,0,2,1
1395000,4,550,1,0,40,2500,3700,4,0,1,1
109000,3,146,3,0,0,0,263,2,0,5,1
195000,3,110,3,0,0,0,598,2,0,5,1
270000,3,115,0,0,0,800,850,4,0,5,3
429000,3,145,1,0,0,0,145,2,0,2,0
625000,4,282,3,0,0,0,2149,4,0,2,22
1250000,5,300,3,0,100,3500,5000,4,0,5,5
255000,3,100,3,0,0,0,100,3,0,1,0
625000,5,242,2,0,22,0,242,2,0,2,0
110000,3,156,0,0,0,400,400,3,0,4,1
275000,5,302,2,1,10,0,90,2,0,2,1
385000,3,150,2,0,0,0,508,3,0,1,1
289000,3,146,2,0,0,656,656,4,0,1,1
475000,5,260,3,0,50,0,3000,4,0,4,1
50000,2,76,3,0,0,500,500,2,0,4,22
145000,2,45,0,0,0,0,45,3,0,2,0
785000,3,144,1,0,12,0,144,3,0,1,0
195000,2,100,3,0,4,0,100,3,0,5,0
795000,6,377,3,0,0,0,126,2,0,4,4
595000,2,110,2,0,17,0,110,2,0,2,0
195000,2,80,0,0,8,0,80,2,0,5,0
1790000,4,330,2,0,7,100,210,2,0,1,11
460000,5,1500,2,0,0,0,763,3,0,4,4
625000,6,268,1,0,0,0,394,2,0,1,3
950000,3,300,1,0,0,0,300,3,0,1,7
195000,2,100,0,0,0,0,100,3,0,2,9
749000,2,150,0,0,4,0,150,2,0,1,0
495000,5,206,3,0,0,0,4860,4,0,4,3
235000,2,94,2,0,0,0,94,2,0,2,0
775000,4,320,2,0,30,250,650,4,0,1,3
239000,2,99,2,0,4,0,99,3,0,2,0
429000,2,95,2,0,10,0,95,2,0,1,0
160000,2,85,2,1,10,0,85,2,0,2,0
459000,4,225,2,0,0,0,181,2,0,1,1
320000,1,64,2,0,6,0,64,2,0,1,0
470000,3,210,2,0,0,0,1300,4,0,1,3
299000,4,279,1,0,0,0,109,2,0,2,1
750000,8,310,3,0,24,0,310,2,0,2,9
125000,2,133,3,0,0,0,150,3,0,4,1
180000,1,57,0,0,0,0,57,4,0,2,0
215000,4,120,0,0,0,0,120,2,0,4,2
495000,2,112,2,0,6,0,112,2,0,1,0
149000,1,50,2,0,14,0,50,2,0,2,0
395000,3,188,2,0,30,0,519,4,0,2,1
2595000,4,174,1,1,0,0,174,2,0,1,2
279000,5,190,1,0,0,188,323,2,0,1,1
499000,4,310,2,0,0,0,120,2,0,2,1
910000,4,210,1,0,30,150,250,2,0,3,1
365000,1,79,2,0,0,0,79,2,0,2,0
355000,3,170,2,0,0,0,372,3,0,2,1
170000,2,85,2,0,0,0,85,2,0,3,0
268000,1,70,2,0,10,0,70,2,0,1,0
620000,2,73,0,0,0,0,73,2,0,1,0
440000,3,205,0,0,0,0,205,2,0,2,2
695000,4,200,2,0,15,0,200,2,0,2,2
345000,3,128,0,0,0,0,840,3,0,1,4
599000,2,175,2,0,70,0,175,2,0,2,0
180000,4,160,1,0,12,70,250,3,0,1,1
695000,3,796,0,0,0,0,3249,2,0,2,1
260000,3,116,2,0,8,0,116,2,0,2,2
408000,3,142,2,0,0,158,362,3,0,1,10
280000,2,87,2,0,0,0,87,2,0,2,0
217000,2,83,2,0,6,0,83,2,0,2,0
895000,3,260,2,0,25,0,260,3,0,1,7
825000,4,175,2,0,23,110,308,3,0,5,1
895000,3,160,1,0,20,0,160,2,0,2,0
355000,3,207,2,0,0,0,123,2,0,2,1
109000,4,125,3,0,0,300,389,2,0,4,1
199000,3,89,3,0,0,0,1133,3,0,2,1
495000,2,128,1,0,0,0,128,2,0,3,0
399000,2,230,2,0,0,980,1140,4,0,5,1
1295000,5,220,1,0,120,0,12001,4,0,2,5
292000,3,105,1,0,0,0,190,3,0,1,1
565000,5,300,2,0,50,2500,2776,4,0,2,1
382000,2,94,1,0,4,0,94,2,0,1,0
215000,1,61,2,0,7,0,61,3,0,1,0
302000,2,71,0,0,10,0,71,2,0,1,0
179000,3,100,0,0,0,0,1450,4,0,5,1
255000,4,240,0,0,0,0,570,4,0,2,1
2470000,2,111,2,0,90,0,111,2,0,2,7
329000,3,134,2,0,0,0,992,4,0,2,14
249000,3,120,0,0,0,300,740,2,0,2,1
230000,2,76,0,0,17,0,76,4,0,2,0
559500,4,400,2,0,0,0,1775,4,0,2,3
279000,3,130,1,1,0,0,86,2,0,1,1
299000,1,76,0,0,25,0,76,2,0,2,0
3324000,3,308,2,0,161,0,308,3,0,2,0
139000,2,146,2,0,0,0,850,3,0,2,1
1245000,5,278,1,0,0,0,110,2,0,1,10
435000,2,116,1,0,18,0,116,3,0,1,0
252500,2,100,1,0,0,0,100,2,0,1,6
210000,2,72,1,0,7,0,72,2,0,1,0
260000,1,61,0,0,0,0,61,2,0,2,0
174000,2,79,3,0,8,314,394,2,0,4,1
350000,1,75,1,0,4,0,75,2,0,2,0
695000,3,94,2,1,0,0,94,2,0,1,0
940000,4,395,2,0,0,0,4078,4,0,2,1
115000,1,48,3,0,0,0,48,2,0,5,0
475000,5,204,2,0,10,0,204,2,0,4,1
330000,3,159,2,0,42,0,1000,2,0,2,1
320000,3,128,2,0,9,0,128,2,0,2,0
880000,4,437,2,0,100,1560,1900,4,0,1,5
169000,1,35,1,0,4,0,35,2,0,1,0
218500,3,106,1,0,7,0,106,4,0,2,0
395000,4,120,0,0,0,5800,6168,4,0,5,17
218000,2,70,2,0,9,0,70,2,0,1,0
279000,2,65,2,0,15,0,65,2,0,2,0
345000,3,115,2,0,0,0,115,2,0,2,0
155500,1,75,2,0,25,0,75,2,0,2,2
205000,4,155,3,0,0,1045,1045,4,0,4,1
1280000,4,254,1,0,0,966,966,4,0,1,3
335000,3,100,1,0,0,0,100,3,0,5,0
335000,3,218,1,0,45,160,330,2,0,2,1
450000,3,150,2,0,40,0,1050,4,0,4,3
349000,2,115,1,0,3,0,115,2,0,3,0
499000,3,150,1,0,100,330,469,2,1,1,1
425000,3,263,2,0,33,0,639,2,0,2,1
329000,3,146,1,0,8,0,146,2,0,1,2
775000,4,285,1,0,30,675,800,4,0,3,3
395000,3,140,2,0,0,0,969,4,0,2,1
329000,5,295,2,0,0,0,1185,2,0,2,3
325000,2,119,2,0,15,80,144,2,0,3,1
375000,2,99,3,0,6,0,99,2,0,2,0
379000,2,162,2,0,19,170,310,3,0,2,1
550000,4,135,1,0,14,0,135,2,0,1,0
75000,2,65,3,0,0,0,65,2,0,5,1
1200000,6,350,0,0,15,65,300,2,0,4,1
1000000,6,376,3,0,0,2000,2230,3,0,4,5
195000,3,157,2,0,4,0,157,2,0,5,2
450000,3,125,1,0,34,0,125,2,0,1,0
255000,2,71,0,0,0,0,71,2,0,5,0
330000,3,115,2,0,0,0,249,3,0,2,1
165000,1,37,2,0,0,0,37,2,0,5,0
220000,2,83,0,0,0,0,83,3,0,2,0
275000,2,85,2,0,7,0,85,2,0,1,0
295000,1,69,2,0,14,94,69,3,0,1,0
875000,5,375,0,0,30,300,450,2,0,4,1
319000,3,198,2,0,0,245,331,2,0,2,1
155000,3,100,0,0,0,270,270,3,0,4,1
229000,4,162,0,0,0,0,167,2,0,2,1
845000,4,312,1,0,84,0,2036,4,0,1,3
2950000,7,696,2,0,45,200,696,2,0,1,5
1650000,3,229,1,0,24,0,229,2,0,1,0
155000,1,55,0,0,3,0,55,2,0,2,0
420000,1,175,2,0,0,688,688,4,0,4,1
450000,5,190,2,0,0,0,1060,2,0,1,3
275000,3,108,2,0,10,0,108,4,0,2,0
365000,4,226,2,0,0,0,501,2,0,1,1
1950000,5,450,2,0,0,0,208,2,0,1,11
495000,4,300,2,0,0,68,200,2,0,2,1
450000,6,520,3,0,0,0,260,2,0,2,1
329000,3,160,1,0,0,0,127,2,0,1,1
199000,2,75,2,0,15,0,75,2,0,2,0
297500,3,128,2,0,0,0,630,4,0,2,1
600000,2,105,1,1,0,0,105,2,0,2,0
620000,2,140,1,0,18,0,140,2,0,1,0
315000,2,83,2,0,5,0,83,2,0,1,0
209000,2,92,3,0,6,0,92,2,0,2,0
139900,2,153,2,0,0,1325,1425,4,0,4,1
435000,2,158,2,0,0,0,705,4,0,2,3
445000,2,94,1,0,15,0,94,2,0,1,6
185000,2,94,2,0,0,0,94,3,0,2,0
495000,2,147,1,0,80,0,147,2,0,1,7
435000,2,194,1,0,0,0,603,4,0,1,3
499000,2,105,1,0,7,0,105,2,0,1,0
335000,3,100,2,0,10,0,100,2,0,1,0
695000,6,350,3,0,0,300,600,3,0,2,1
115000,1,40,2,0,0,0,40,2,0,2,0
597500,2,161,1,0,0,23,161,2,0,2,2
455000,3,124,0,0,15,0,124,2,0,1,7
680000,3,155,2,0,27,0,155,2,0,2,0
235000,2,74,2,0,16,0,74,2,0,1,0
299000,2,128,0,0,5,0,128,2,0,1,0
249750,4,175,2,0,0,0,208,3,0,2,1
79000,2,77,3,0,0,0,77,2,0,2,7
245000,4,100,2,0,0,241,341,3,0,2,1
149000,1,95,2,0,0,0,283,2,0,2,1
190000,2,90,2,0,0,0,90,2,0,1,0
225000,1,40,3,0,0,0,40,2,0,2,0
250000,2,85,0,0,6,0,85,2,0,1,0
2250000,10,845,2,0,0,0,3000,4,0,1,1
215000,2,84,0,0,0,0,84,3,0,2,0
344000,3,128,2,0,14,0,128,4,0,2,7
325000,2,129,2,0,0,0,248,2,0,2,1
170000,4,110,3,0,15,40,105,2,0,2,1
467500,3,140,1,0,7,0,140,4,0,1,2
265000,1,65,2,1,0,0,65,2,0,2,0
549000,3,142,1,0,8,0,142,2,0,2,0
299000,3,106,1,0,0,0,106,2,0,2,0
1180000,4,260,2,0,100,0,16755,4,0,2,1
199000,2,70,0,0,0,0,70,2,0,4,2
199000,2,75,2,0,0,0,101,2,0,2,1
440000,3,140,1,0,0,0,140,2,0,1,6
229000,4,125,1,0,0,0,125,3,0,2,0
460000,2,90,1,0,11,0,90,2,1,1,0
185000,3,130,0,0,0,0,60,2,0,4,9
499000,3,144,2,0,13,0,144,2,0,2,0
345000,2,123,2,0,22,500,618,2,0,2,1
339000,3,126,1,0,0,0,126,2,0,2,0
545000,3,125,2,0,0,0,125,2,0,2,7
710000,2,168,0,0,30,0,168,3,0,2,0
2145000,5,263,1,0,0,0,683,4,0,1,3
365000,3,180,0,0,0,75,177,2,0,5,1
369000,3,235,2,0,0,0,600,2,0,2,1
629000,2,98,2,0,5,0,98,2,0,2,0
720000,4,226,2,0,0,0,226,2,0,2,3
197500,1,80,1,0,6,0,80,2,0,1,0
325000,3,102,2,0,15,105,197,2,0,2,1
1800000,2,375,1,0,75,400,375,4,0,1,6
670000,3,207,1,0,187,2700,3450,4,1,2,1
309000,4,126,2,0,28,98,205,2,0,2,1
270000,1,80,1,0,3,0,80,2,0,1,0
699000,3,170,2,0,0,135,322,2,0,2,1
165000,1,47,0,1,0,0,47,2,0,2,0
350000,2,108,1,0,7,0,108,2,0,2,2
305000,1,62,1,0,0,0,62,2,0,1,7
389000,2,100,2,0,25,0,128,2,0,3,1
169000,2,74,2,0,0,0,74,2,0,2,0
660000,5,175,1,0,50,500,718,4,0,2,3
234000,3,130,3,0,1,383,445,4,0,2,1
249000,4,150,2,0,0,0,860,3,0,4,1
215000,4,200,2,0,0,0,81,2,0,2,1
395000,2,280,2,0,0,0,280,2,0,1,0
264250,2,81,0,0,6,0,81,2,0,4,0
249000,2,130,3,0,10,0,988,3,0,2,1
149000,2,89,3,0,4,70,171,2,0,5,1
549000,4,260,1,0,0,0,1000,4,0,1,3
475000,2,149,1,0,13,0,149,2,0,1,0
219000,1,74,2,0,7,0,74,3,0,2,0
595000,5,202,0,0,8,25,98,2,0,4,1
465000,5,221,2,0,0,221,201,2,0,2,1
950000,3,200,1,0,80,0,200,3,0,1,7
445000,2,107,1,0,84,0,107,4,0,1,7
360000,3,120,3,0,0,1453,1598,4,0,2,1
550000,4,225,3,0,45,1825,1950,4,0,2,1
220000,2,109,0,0,0,0,109,2,0,2,0
144500,1,65,3,0,4,0,65,2,0,2,0
395000,4,180,0,0,0,0,1992,2,0,4,1
2275000,6,384,1,0,0,775,775,4,0,3,1
525000,5,206,2,0,0,0,1494,4,0,2,1
450000,5,200,1,0,20,0,443,2,0,2,1
219000,1,52,2,0,0,0,52,2,0,2,0
665000,2,148,2,0,0,0,148,2,0,1,0
200000,4,245,3,0,0,0,245,2,0,4,1
545000,2,125,2,0,11,0,125,2,0,1,0
595000,2,163,1,0,20,0,163,2,0,1,2
185000,1,47,2,0,0,0,47,2,0,2,12
799000,5,355,2,1,12,0,355,2,0,2,9
180000,3,80,3,0,0,0,80,2,0,2,15
290000,3,180,0,0,50,0,145,2,0,2,10
595000,4,157,2,0,2,0,157,2,0,2,2
175000,2,160,2,0,5,0,128,4,0,2,10
249500,4,130,2,0,0,230,290,3,0,2,1
199000,1,63,1,0,19,65,63,2,0,2,0
790000,3,169,1,0,0,0,1600,4,0,2,1
240000,3,175,2,0,0,0,930,2,0,3,1
595000,4,200,2,0,17,0,200,3,1,1,0
525000,6,252,3,0,0,0,3943,4,0,2,3
239000,2,78,2,1,30,0,78,2,0,2,0
628000,2,137,2,0,14,0,137,2,0,2,7
169000,3,125,3,0,0,150,274,3,0,2,1
340000,3,171,0,0,0,0,1952,2,0,1,1
355000,3,1038,0,0,0,0,1038,4,0,2,14
170000,2,70,0,0,0,0,70,2,0,5,0
349000,2,105,2,0,0,0,105,2,0,1,0
315000,5,213,2,0,0,0,213,2,0,2,11
239000,2,170,2,0,0,580,650,3,0,1,10
199000,3,259,0,0,15,0,1067,4,0,4,1
1250000,17,750,3,1,100,0,393,2,0,2,9
285000,3,190,3,0,0,0,272,3,0,2,1
529000,5,192,2,0,0,0,266,3,0,1,1
395000,4,163,1,0,0,224,455,2,0,1,1
325000,4,270,1,0,20,0,189,2,0,2,1
344000,1,67,0,0,47,47,67,2,0,1,0
449000,3,130,2,1,3,0,130,3,0,2,0
184500,2,79,2,0,5,0,79,2,0,1,0
439500,2,103,1,0,19,0,103,4,0,2,7
215000,1,40,3,0,28,0,40,2,0,5,12
4350000,3,362,1,0,235,80,362,3,0,3,0
99000,2,101,0,0,30,0,101,2,0,2,1
1775000,8,350,1,0,0,0,270,3,0,1,3
249500,2,69,2,0,7,54,69,2,0,2,0
695000,7,435,2,0,0,320,519,3,0,5,5
1695000,3,90,1,0,0,0,90,3,0,1,0
1100000,4,297,1,0,45,0,297,3,1,2,7
549000,3,275,2,0,30,115,476,3,0,1,1
399000,4,210,3,0,0,0,281,2,0,2,1
409000,4,151,0,0,18,0,205,2,0,2,1
370000,6,360,3,0,0,1000,5870,4,0,5,4
265000,2,123,3,0,0,0,600,2,0,5,1
150000,2,86,1,0,0,0,86,2,0,1,0
412000,2,155,2,0,21,0,719,2,0,2,1
195000,3,85,3,0,30,0,673,3,0,2,1
305000,2,110,2,0,16,0,110,2,0,1,0
159000,3,150,1,0,0,0,180,2,0,2,1
225000,3,183,0,0,0,0,105,2,0,2,1
195000,2,85,1,0,0,0,85,2,0,1,0
389000,3,114,1,0,8,0,114,2,0,5,0
745000,4,210,1,0,0,0,510,2,0,1,1
285000,2,67,1,1,10,0,67,2,0,2,0
369000,3,140,3,0,0,0,527,2,0,2,1
1850000,6,600,1,0,85,1650,2500,4,1,1,5
950000,6,315,0,0,83,150,235,2,0,4,5
920000,6,370,2,0,7,70,169,2,0,4,11
319000,5,170,0,0,0,0,170,2,0,4,1
1695000,3,214,1,0,53,674,214,3,0,1,0
495000,3,125,0,0,3,0,125,2,0,3,0
725000,4,280,2,0,0,0,781,4,0,2,3
250000,1,55,2,0,0,0,55,2,0,2,0
1295000,4,540,2,0,0,0,540,4,1,1,3
525000,1,114,0,0,22,0,114,2,0,1,7
365000,3,126,2,0,0,0,126,2,0,1,0
4950000,4,188,1,0,0,0,188,2,0,1,0
185000,1,50,2,1,0,0,50,2,0,2,0
285000,2,90,2,0,3,0,90,2,0,3,0
160000,1,60,0,0,0,0,60,2,0,2,0
199000,1,90,2,0,0,0,90,2,0,2,0
250000,3,100,3,0,25,1158,1158,2,0,5,1
295000,6,200,0,0,0,0,1250,2,0,2,9
195000,1,73,1,0,6,0,73,2,0,1,0
